bans,objectives,teamId,win
"[{'championId': 902, 'pickTurn': 1}, {'championId': 24, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 421, 'pickTurn': 5}]","{'baron': {'first': False, 'kills': 0}, 'champion': {'first': False, 'kills': 10}, 'dragon': {'first': True, 'kills': 1}, 'inhibitor': {'first': False, 'kills': 0}, 'riftHerald': {'first': False, 'kills': 0}, 'tower': {'first': False, 'kills': 0}}",100,False
"[{'championId': 902, 'pickTurn': 6}, {'championId': 7, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 30, 'pickTurn': 9}, {'championId': 119, 'pickTurn': 10}]","{'baron': {'first': True, 'kills': 1}, 'champion': {'first': True, 'kills': 26}, 'dragon': {'first': False, 'kills': 2}, 'inhibitor': {'first': True, 'kills': 1}, 'riftHerald': {'first': True, 'kills': 2}, 'tower': {'first': True, 'kills': 8}}",200,True
